Split,Week,Team,Opponent,Result,Points
7.0,61.0,CLG,FOX,0.0,9.0
7.0,61.0,CLG, C9,0.0,5.0
7.0,62.0,TSM,CLG,1.0,22.0
7.0,62.0,TSM,100,1.0,26.0
7.0,62.0,TL ,OPT,1.0,16.0
7.0,62.0,C9 ,GGS,1.0,18.0
7.0,62.0,TL , C9,0.0,2.0
7.0,62.0,C9 , TL,1.0,22.0
7.0,62.0,CLG,TSM,0.0,4.0
7.0,62.0,CLG,FLY,0.0,2.0
7.0,63.0,CLG, CG,1.0,23.0
7.0,63.0,CLG,GGS,1.0,23.0
7.0,63.0,TSM,OPT,1.0,22.0
7.0,63.0,TSM, TL,1.0,18.0
7.0,63.0,TL ,FOX,1.0,16.0
7.0,63.0,C9 ,100,1.0,12.0
7.0,63.0,TL ,TSM,0.0,7.0
7.0,63.0,C9 ,FLY,1.0,21.0
