Split,Week,Player,Position,Team,Opponent,Result,Points,TeamPoints
5.0,42.0,MIKEYEUNG,Jungler,P1 ,TSM,0.0,23.3,8.0
5.0,42.0,STEEELBACK,AD Carry,VIT,NIP,1.0,20.11,19.0
5.0,42.0,PRIDESTALKER,Jungler,ROC, MM,0.0,18.13,18.0
5.0,42.0,YUUKI60,AD Carry,MM ,OC*,1.0,23.19,21.0
5.0,42.0,DJOKO,Jungler,VIT,NIP,1.0,17.14,19.0
5.0,42.0,MATT,Support,TL ,TSM,0.0,18.52,8.0
5.0,42.0,GATE,Support,FOX, NV,0.0,8.86,19.0
5.0,42.0,XPECIAL,Support,P1 ,TSM,0.0,16.0,8.0
5.0,42.0,SHOOK,Jungler,NIP,IT*,0.0,15.39,20.0
5.0,42.0,AKAADIAN,Jungler,FOX,IMT,0.0,8.55,6.0
5.0,42.0,LOOPER,Top,FOX, NV,0.0,12.4,21.0
5.0,42.0,ADRIAN,Support,DIG,CLG,1.0,30.86,22.0
5.0,42.0,BRANDINI,Top,FOX, NV,0.0,3.34,21.0
5.0,42.0,MASH,AD Carry,FOX, NV,0.0,2.84,21.0
5.0,42.0,JENSEN,Mid,C9 , NV,0.0,17.6,8.0
5.0,42.0,CAPS,Mid,FNC,IT*,1.0,28.32,21.0
5.0,42.0,CODY SUN,AD Carry,IMT, C9,1.0,32.46,21.0
5.0,42.0,POBELTER,Mid,IMT,FOX,1.0,36.09,21.0
5.0,42.0,ZVEN,AD Carry,G2 ,PY*,1.0,24.21,20.0
5.0,42.0,CHEI,Support,H2K,OC*,1.0,23.78,20.0
5.0,42.0,DOUBLELIFT,AD Carry,TSM, TL,1.0,31.82,20.0
5.0,42.0,DARSHAN,Top,CLG,DIG,0.0,13.33,6.0
5.0,42.0,ARROW,AD Carry,P1 ,DIG,0.0,27.29,15.0
5.0,42.0,FLAME,Top,IMT,FOX,1.0,30.23,21.0
5.0,42.0,KEANE,Mid,DIG, P1,1.0,23.31,20.0
5.0,42.0,APOLLO,AD Carry,NV ,FOX,1.0,19.12,8.0
5.0,42.0,SSUMDAY,Top,DIG, P1,1.0,26.22,20.0
5.0,42.0,RYU,Mid,P1 ,TSM,0.0,18.11,8.0
5.0,42.0,SVENSKEREN,Jungler,TSM, TL,1.0,22.55,20.0
5.0,42.0,TRICK,Jungler,G2 ,PY*,1.0,23.73,20.0
5.0,42.0,SERAPH,Top,NV , C9,1.0,19.95,21.0
5.0,42.0,WUNDER,Top,SPY,G2*,0.0,8.44,7.0
5.0,42.0,OLLEH,Support,IMT,FOX,1.0,21.84,21.0
5.0,42.0,HAKUHO,Support,NV , C9,1.0,24.43,21.0
5.0,42.0,FROGGEN,Mid,FOX, NV,0.0,0.0,21.0
5.0,42.0,MIKEYEUNG,Jungler,P1 ,DIG,0.0,26.73,15.0
5.0,42.0,PHAXI,Top,ROC,H2K,0.0,5.77,2.0
5.0,42.0,STEEELBACK,AD Carry,VIT,FNC,0.0,11.35,6.0
5.0,42.0,MOON,Jungler,FLY,CLG,0.0,13.76,18.0
5.0,42.0,DJOKO,Jungler,VIT,FNC,0.0,12.24,6.0
5.0,42.0,KEITH,AD Carry,FOX,IMT,0.0,14.8,6.0
5.0,42.0,ALTEC,AD Carry,DIG,CLG,1.0,31.22,22.0
5.0,42.0,XPECIAL,Support,P1 ,DIG,0.0,22.24,15.0
5.0,42.0,VANDER,Support,VIT,NIP,1.0,14.46,19.0
5.0,42.0,AKAADIAN,Jungler,FOX,IMT,0.0,8.55,3.0
5.0,42.0,LOOPER,Top,FOX, NV,0.0,12.4,19.0
5.0,42.0,ADRIAN,Support,DIG,CLG,1.0,30.86,17.0
5.0,42.0,BRANDINI,Top,FOX, NV,0.0,3.34,19.0
5.0,42.0,MASH,AD Carry,FOX, NV,0.0,2.84,19.0
5.0,42.0,VIZICSACSI,Top,UOL,SF*,1.0,23.06,19.0
5.0,42.0,JENSEN,Mid,C9 , NV,0.0,17.6,19.0
5.0,42.0,HUHI,Mid,CLG,FLY,1.0,38.37,22.0
5.0,42.0,REKKLES,AD Carry,FNC,IT*,1.0,24.15,21.0
5.0,42.0,CODY SUN,AD Carry,IMT, C9,1.0,32.46,20.0
5.0,42.0,POBELTER,Mid,IMT, C9,1.0,37.41,21.0
5.0,42.0,DOUBLELIFT,AD Carry,TSM, TL,1.0,31.82,21.0
5.0,42.0,DARSHAN,Top,CLG,DIG,0.0,13.33,20.0
5.0,42.0,ARROW,AD Carry,P1 ,DIG,0.0,27.29,15.0
5.0,42.0,FLAME,Top,IMT, C9,1.0,18.34,21.0
5.0,42.0,JESIZ,Support,FNC,IT*,1.0,20.5,21.0
5.0,42.0,KEANE,Mid,DIG, P1,1.0,23.31,21.0
5.0,42.0,APOLLO,AD Carry,NV ,FOX,1.0,19.12,23.0
5.0,42.0,SSUMDAY,Top,DIG, P1,1.0,26.22,21.0
5.0,42.0,RYU,Mid,P1 ,DIG,0.0,17.63,15.0
5.0,42.0,HJARNAN,AD Carry,ROC,H2K,0.0,4.66,2.0
5.0,42.0,SVENSKEREN,Jungler,TSM, TL,1.0,22.55,21.0
5.0,42.0,SERAPH,Top,NV , C9,1.0,19.95,8.0
5.0,42.0,OLLEH,Support,IMT,FOX,1.0,21.84,21.0
5.0,42.0,HAKUHO,Support,NV , C9,1.0,24.43,8.0
5.0,42.0,NUKEDUCK,Mid,VIT,NIP,1.0,39.42,19.0
5.0,42.0,FROGGEN,Mid,FOX, NV,0.0,0.0,19.0
5.0,42.0,MIKEYEUNG,Jungler,P1 ,DIG,0.0,26.73,15.0
5.0,42.0,PHAXI,Top,ROC, MM,0.0,32.23,18.0
5.0,42.0,LOURLO,Top,TL ,FLY,0.0,23.1,18.0
5.0,42.0,MOON,Jungler,FLY,CLG,0.0,13.76,14.0
5.0,42.0,CABOCHARD,Top,VIT,NIP,1.0,15.82,19.0
5.0,42.0,HEAQ,AD Carry,NIP,IT*,0.0,22.4,20.0
5.0,42.0,LEMONNATION,Support,FLY,CLG,0.0,9.9,18.0
5.0,42.0,KEITH,AD Carry,FOX,IMT,0.0,14.8,3.0
5.0,42.0,ALTEC,AD Carry,DIG,CLG,1.0,31.22,17.0
5.0,42.0,XPECIAL,Support,P1 ,DIG,0.0,22.24,15.0
5.0,42.0,VANDER,Support,VIT,FNC,0.0,9.49,6.0
5.0,42.0,REIGNOVER,Jungler,TL ,FLY,0.0,0.0,18.0
5.0,42.0,PROFIT,Top,NIP,IT*,0.0,20.55,20.0
5.0,42.0,AKAADIAN,Jungler,FOX, NV,0.0,2.99,21.0
5.0,42.0,BIG,Support,DIG,CLG,1.0,0.0,22.0
5.0,42.0,OMARGOD,Jungler,CLG,FLY,1.0,33.32,22.0
5.0,42.0,ADRIAN,Support,DIG, P1,1.0,21.22,20.0
5.0,42.0,GRIG,Jungler,FOX,IMT,0.0,7.04,6.0
5.0,42.0,DAMONTE,Mid,FOX,IMT,0.0,24.02,6.0
5.0,42.0,JENSEN,Mid,C9 ,IMT,0.0,39.75,17.0
5.0,42.0,HUHI,Mid,CLG,FLY,1.0,38.37,22.0
5.0,42.0,STIXXAY,AD Carry,CLG,FLY,1.0,43.63,22.0
5.0,42.0,BJERGSEN,Mid,TSM, P1,1.0,22.93,17.0
5.0,42.0,NUCLEAR,AD Carry,H2K,OC*,1.0,23.77,20.0
5.0,42.0,POBELTER,Mid,IMT, C9,1.0,37.41,20.0
5.0,42.0,SAMUX,AD Carry,UOL,SF*,1.0,29.57,19.0
5.0,42.0,SMOOTHIE,Support,C9 , NV,0.0,11.15,8.0
5.0,42.0,CONTRACTZ,Jungler,C9 , NV,0.0,10.52,8.0
5.0,42.0,FLAME,Top,IMT, C9,1.0,18.34,20.0
5.0,42.0,HAUNTZER,Top,TSM, P1,1.0,25.0,17.0
5.0,42.0,XMITHIE,Jungler,IMT,FOX,1.0,30.53,21.0
5.0,42.0,RYU,Mid,P1 ,DIG,0.0,17.63,15.0
5.0,42.0,HJARNAN,AD Carry,ROC, MM,0.0,54.28,18.0
5.0,42.0,APHROMOO,Support,CLG,FLY,1.0,29.2,22.0
5.0,42.0,BIOFROST,Support,TSM, P1,1.0,20.31,17.0
5.0,42.0,HYLISSANG,Support,UOL,SF*,1.0,25.19,19.0
5.0,42.0,SERAPH,Top,NV ,FOX,1.0,23.03,8.0
5.0,42.0,OLLEH,Support,IMT, C9,1.0,31.93,21.0
5.0,42.0,HAKUHO,Support,NV ,FOX,1.0,19.03,8.0
5.0,42.0,NUKEDUCK,Mid,VIT,FNC,0.0,17.3,6.0
5.0,42.0,WILDTURTLE,AD Carry,FLY,CLG,0.0,8.87,18.0
5.0,42.0,SHRIMP,Jungler,DIG,CLG,1.0,26.65,22.0
5.0,42.0,ALPHARI,Top,MSF,OL*,0.0,26.74,16.0
5.0,42.0,MIKYX,Support,SPY,G2*,0.0,6.14,7.0
5.0,42.0,MAXLORE,Jungler,MSF,OL*,0.0,20.76,16.0
5.0,42.0,TRASHY,Jungler,SPY,G2*,0.0,5.44,7.0
5.0,42.0,ZIG,Top,P1 ,TSM,0.0,17.17,11.0
5.0,42.0,IGNAR,Support,MSF,OL*,0.0,27.28,16.0
5.0,42.0,BALLS,Top,FLY,CLG,0.0,11.81,18.0
5.0,42.0,LOURLO,Top,TL ,FLY,0.0,23.1,14.0
5.0,42.0,MOON,Jungler,FLY, TL,1.0,20.39,17.0
5.0,42.0,CABOCHARD,Top,VIT,FNC,0.0,15.24,6.0
5.0,42.0,LEMONNATION,Support,FLY,CLG,0.0,9.9,14.0
5.0,42.0,KEITH,AD Carry,FOX, NV,0.0,13.86,21.0
5.0,42.0,ALTEC,AD Carry,DIG, P1,1.0,23.25,20.0
5.0,42.0,GOLDENGLUE,Mid,TL ,FLY,0.0,22.14,18.0
5.0,42.0,REIGNOVER,Jungler,TL ,FLY,0.0,0.0,14.0
5.0,42.0,AKAADIAN,Jungler,FOX, NV,0.0,2.99,19.0
5.0,42.0,BIG,Support,DIG,CLG,1.0,0.0,17.0
5.0,42.0,OMARGOD,Jungler,CLG,FLY,1.0,33.32,22.0
5.0,42.0,ADRIAN,Support,DIG, P1,1.0,21.22,21.0
5.0,42.0,AMAZING,Jungler,MM ,OC*,1.0,24.93,21.0
5.0,42.0,GRIG,Jungler,FOX,IMT,0.0,7.04,3.0
5.0,42.0,DAMONTE,Mid,FOX,IMT,0.0,24.02,3.0
5.0,42.0,PIGLET,AD Carry,TL ,FLY,0.0,24.3,18.0
5.0,42.0,SENCUX,Mid,SPY,G2*,0.0,12.48,7.0
5.0,42.0,KOBBE,AD Carry,SPY,G2*,0.0,6.14,7.0
5.0,42.0,JENSEN,Mid,C9 ,IMT,0.0,39.75,19.0
5.0,42.0,HUHI,Mid,CLG,DIG,0.0,12.03,6.0
5.0,42.0,STIXXAY,AD Carry,CLG,FLY,1.0,43.63,22.0
5.0,42.0,BJERGSEN,Mid,TSM, P1,1.0,22.93,21.0
5.0,42.0,SNEAKY,AD Carry,C9 , NV,0.0,12.83,8.0
5.0,42.0,SMOOTHIE,Support,C9 , NV,0.0,11.15,19.0
5.0,42.0,CONTRACTZ,Jungler,C9 , NV,0.0,10.52,19.0
5.0,42.0,PERKZ,Mid,G2 ,PY*,1.0,35.97,20.0
5.0,42.0,HAUNTZER,Top,TSM, P1,1.0,25.0,21.0
5.0,42.0,XMITHIE,Jungler,IMT,FOX,1.0,30.53,21.0
5.0,42.0,DARDOCH,Jungler,CLG,FLY,1.0,12.7,22.0
5.0,42.0,APHROMOO,Support,CLG,FLY,1.0,29.2,22.0
5.0,42.0,BIOFROST,Support,TSM, P1,1.0,20.31,21.0
5.0,42.0,SERAPH,Top,NV ,FOX,1.0,23.03,23.0
5.0,42.0,OLLEH,Support,IMT, C9,1.0,31.93,20.0
5.0,42.0,HAKUHO,Support,NV ,FOX,1.0,19.03,23.0
5.0,42.0,WILDTURTLE,AD Carry,FLY,CLG,0.0,8.87,14.0
5.0,42.0,SHRIMP,Jungler,DIG,CLG,1.0,26.65,17.0
5.0,42.0,ZIG,Top,P1 ,TSM,0.0,17.17,8.0
5.0,42.0,BALLS,Top,FLY,CLG,0.0,11.81,14.0
5.0,42.0,LOURLO,Top,TL ,TSM,0.0,25.04,6.0
5.0,42.0,MOON,Jungler,FLY, TL,1.0,20.39,18.0
5.0,42.0,LEMONNATION,Support,FLY, TL,1.0,29.1,17.0
5.0,42.0,IMPACT,Top,C9 , NV,0.0,16.14,8.0
5.0,42.0,KEITH,AD Carry,FOX, NV,0.0,13.86,19.0
5.0,42.0,ALTEC,AD Carry,DIG, P1,1.0,23.25,21.0
5.0,42.0,GOLDENGLUE,Mid,TL ,FLY,0.0,22.14,14.0
5.0,42.0,REIGNOVER,Jungler,TL ,TSM,0.0,22.68,6.0
5.0,42.0,NISQY,Mid,NV , C9,1.0,23.88,21.0
5.0,42.0,SPRATTEL,Support,NIP,IT*,0.0,14.64,20.0
5.0,42.0,BIG,Support,DIG, P1,1.0,0.0,20.0
5.0,42.0,OMARGOD,Jungler,CLG,DIG,0.0,4.54,6.0
5.0,42.0,KIKIS,Top,MM ,OC*,1.0,18.82,21.0
5.0,42.0,INORI,Jungler,TL ,FLY,0.0,14.76,18.0
5.0,42.0,GRIG,Jungler,FOX, NV,0.0,6.64,21.0
5.0,42.0,DAMONTE,Mid,FOX, NV,0.0,16.78,21.0
5.0,42.0,PIGLET,AD Carry,TL ,FLY,0.0,24.3,14.0
5.0,42.0,HUHI,Mid,CLG,DIG,0.0,12.03,20.0
5.0,42.0,STIXXAY,AD Carry,CLG,DIG,0.0,10.5,6.0
5.0,42.0,BJERGSEN,Mid,TSM, TL,1.0,31.94,20.0
5.0,42.0,SNEAKY,AD Carry,C9 , NV,0.0,12.83,19.0
5.0,42.0,POWEROFEVIL,Mid,MSF,OL*,0.0,32.38,16.0
5.0,42.0,FEBIVEN,Mid,H2K,OC*,1.0,23.2,20.0
5.0,42.0,XERXE,Jungler,UOL,SF*,1.0,26.46,19.0
5.0,42.0,SMOOTHIE,Support,C9 ,IMT,0.0,27.69,17.0
5.0,42.0,CONTRACTZ,Jungler,C9 ,IMT,0.0,33.43,17.0
5.0,42.0,HAUNTZER,Top,TSM, TL,1.0,25.47,20.0
5.0,42.0,XMITHIE,Jungler,IMT, C9,1.0,27.84,21.0
5.0,42.0,DARDOCH,Jungler,CLG,FLY,1.0,12.7,22.0
5.0,42.0,APHROMOO,Support,CLG,DIG,0.0,7.16,6.0
5.0,42.0,BIOFROST,Support,TSM, TL,1.0,18.96,20.0
5.0,42.0,LIRA,Jungler,NV , C9,1.0,23.82,21.0
5.0,42.0,HAI,Mid,FLY,CLG,0.0,16.91,18.0
5.0,42.0,WILDTURTLE,AD Carry,FLY, TL,1.0,31.85,17.0
5.0,42.0,SHRIMP,Jungler,DIG, P1,1.0,22.49,20.0
5.0,42.0,ZIG,Top,P1 ,DIG,0.0,18.34,15.0
5.0,42.0,BALLS,Top,FLY, TL,1.0,32.8,17.0
5.0,42.0,LOURLO,Top,TL ,TSM,0.0,25.04,8.0
5.0,42.0,WADID,Support,ROC,H2K,0.0,3.16,2.0
5.0,42.0,LEMONNATION,Support,FLY, TL,1.0,29.1,18.0
5.0,42.0,IMPACT,Top,C9 , NV,0.0,16.14,19.0
5.0,42.0,MATT,Support,TL ,FLY,0.0,18.03,18.0
5.0,42.0,NAGNE,Mid,NIP,IT*,0.0,11.72,20.0
5.0,42.0,GATE,Support,FOX,IMT,0.0,15.13,6.0
5.0,42.0,GOLDENGLUE,Mid,TL ,TSM,0.0,23.67,6.0
5.0,42.0,REIGNOVER,Jungler,TL ,TSM,0.0,22.68,8.0
5.0,42.0,NISQY,Mid,NV , C9,1.0,23.88,8.0
5.0,42.0,BIG,Support,DIG, P1,1.0,0.0,21.0
5.0,42.0,OMARGOD,Jungler,CLG,DIG,0.0,4.54,20.0
5.0,42.0,INORI,Jungler,TL ,FLY,0.0,14.76,14.0
5.0,42.0,GRIG,Jungler,FOX, NV,0.0,6.64,19.0
5.0,42.0,DAMONTE,Mid,FOX, NV,0.0,16.78,19.0
5.0,42.0,PIGLET,AD Carry,TL ,TSM,0.0,20.6,6.0
5.0,42.0,STIXXAY,AD Carry,CLG,DIG,0.0,10.5,20.0
5.0,42.0,BJERGSEN,Mid,TSM, TL,1.0,31.94,21.0
5.0,42.0,SNEAKY,AD Carry,C9 ,IMT,0.0,25.05,17.0
5.0,42.0,SMOOTHIE,Support,C9 ,IMT,0.0,27.69,19.0
5.0,42.0,CONTRACTZ,Jungler,C9 ,IMT,0.0,33.43,19.0
5.0,42.0,HAUNTZER,Top,TSM, TL,1.0,25.47,21.0
5.0,42.0,XMITHIE,Jungler,IMT, C9,1.0,27.84,20.0
5.0,42.0,EXILEH,Mid,UOL,SF*,1.0,23.81,19.0
5.0,42.0,DARDOCH,Jungler,CLG,DIG,0.0,5.53,6.0
5.0,42.0,APHROMOO,Support,CLG,DIG,0.0,7.16,20.0
5.0,42.0,BIOFROST,Support,TSM, TL,1.0,18.96,21.0
5.0,42.0,MITHY,Support,G2 ,PY*,1.0,21.8,20.0
5.0,42.0,LIRA,Jungler,NV , C9,1.0,23.82,8.0
5.0,42.0,HAI,Mid,FLY,CLG,0.0,16.91,14.0
5.0,42.0,WILDTURTLE,AD Carry,FLY, TL,1.0,31.85,18.0
5.0,42.0,SHRIMP,Jungler,DIG, P1,1.0,22.49,21.0
5.0,42.0,ZIG,Top,P1 ,DIG,0.0,18.34,15.0
5.0,42.0,BALLS,Top,FLY, TL,1.0,32.8,18.0
5.0,42.0,WADID,Support,ROC, MM,0.0,32.27,18.0
5.0,42.0,MATT,Support,TL ,FLY,0.0,18.03,14.0
5.0,42.0,GATE,Support,FOX,IMT,0.0,15.13,3.0
5.0,42.0,GOLDENGLUE,Mid,TL ,TSM,0.0,23.67,8.0
5.0,42.0,COZQ,Mid,MM ,OC*,1.0,25.53,21.0
5.0,42.0,NISQY,Mid,NV ,FOX,1.0,29.8,8.0
5.0,42.0,LOOPER,Top,FOX,IMT,0.0,13.04,6.0
5.0,42.0,DREAMS,Support,MM ,OC*,1.0,12.29,21.0
5.0,42.0,RAY,Top,C9 ,IMT,0.0,27.82,17.0
5.0,42.0,INORI,Jungler,TL ,TSM,0.0,9.41,6.0
5.0,42.0,MASH,AD Carry,FOX,IMT,0.0,13.19,6.0
5.0,42.0,PIGLET,AD Carry,TL ,TSM,0.0,20.6,8.0
5.0,42.0,CODY SUN,AD Carry,IMT,FOX,1.0,30.67,21.0
5.0,42.0,SNEAKY,AD Carry,C9 ,IMT,0.0,25.05,19.0
5.0,42.0,BROXAH,Jungler,FNC,IT*,1.0,24.81,21.0
5.0,42.0,DOUBLELIFT,AD Carry,TSM, P1,1.0,22.14,17.0
5.0,42.0,HANS SAMA,AD Carry,MSF,OL*,0.0,30.28,16.0
5.0,42.0,DARSHAN,Top,CLG,FLY,1.0,29.66,22.0
5.0,42.0,ARROW,AD Carry,P1 ,TSM,0.0,18.11,11.0
5.0,42.0,ODOAMNE,Top,H2K,OC*,1.0,22.86,20.0
5.0,42.0,APOLLO,AD Carry,NV , C9,1.0,18.22,21.0
5.0,42.0,SSUMDAY,Top,DIG,CLG,1.0,18.83,22.0
5.0,42.0,DARDOCH,Jungler,CLG,DIG,0.0,5.53,20.0
5.0,42.0,SVENSKEREN,Jungler,TSM, P1,1.0,19.45,17.0
5.0,42.0,LIRA,Jungler,NV ,FOX,1.0,29.62,8.0
5.0,42.0,HAI,Mid,FLY, TL,1.0,43.18,17.0
5.0,42.0,EXPECT,Top,G2 ,PY*,1.0,25.87,20.0
5.0,42.0,BETSY,Mid,ROC,H2K,0.0,5.27,2.0
5.0,42.0,FROGGEN,Mid,FOX,IMT,0.0,0.0,6.0
5.0,42.0,MIKEYEUNG,Jungler,P1 ,TSM,0.0,23.3,11.0
5.0,42.0,PRIDESTALKER,Jungler,ROC,H2K,0.0,3.68,2.0
5.0,42.0,MATT,Support,TL ,TSM,0.0,18.52,6.0
5.0,42.0,GATE,Support,FOX, NV,0.0,8.86,21.0
5.0,42.0,XPECIAL,Support,P1 ,TSM,0.0,16.0,11.0
5.0,42.0,NISQY,Mid,NV ,FOX,1.0,29.8,23.0
5.0,42.0,LOOPER,Top,FOX,IMT,0.0,13.04,3.0
5.0,42.0,RAY,Top,C9 ,IMT,0.0,27.82,19.0
5.0,42.0,INORI,Jungler,TL ,TSM,0.0,9.41,8.0
5.0,42.0,MASH,AD Carry,FOX,IMT,0.0,13.19,3.0
5.0,42.0,KEANE,Mid,DIG,CLG,1.0,23.12,22.0
5.0,43.0,JENSEN,Mid,C9 ,DIG,1.0,31.09,19.0
5.0,43.0,HUHI,Mid,CLG,IMT,0.0,40.16,4.0
5.0,43.0,STIXXAY,AD Carry,CLG,FOX,1.0,21.11,21.0
5.0,43.0,BJERGSEN,Mid,TSM,DIG,0.0,23.68,8.0
5.0,43.0,SNEAKY,AD Carry,C9 , P1,1.0,45.41,21.0
5.0,43.0,BROXAH,Jungler,FNC,OL*,1.0,26.83,20.0
5.0,43.0,HANS SAMA,AD Carry,MSF, MM,1.0,36.08,16.0
5.0,43.0,SMOOTHIE,Support,C9 , P1,1.0,31.42,22.0
5.0,43.0,CONTRACTZ,Jungler,C9 , P1,1.0,33.3,22.0
5.0,43.0,ODOAMNE,Top,H2K,G2*,0.0,23.29,18.0
5.0,43.0,HAUNTZER,Top,TSM,DIG,0.0,15.41,8.0
5.0,43.0,XMITHIE,Jungler,IMT,FLY,1.0,23.03,20.0
5.0,43.0,EXILEH,Mid,UOL,FNC,0.0,39.69,20.0
5.0,43.0,DARDOCH,Jungler,CLG,FOX,1.0,28.08,22.0
5.0,43.0,APHROMOO,Support,CLG,FOX,1.0,17.73,21.0
5.0,43.0,BIOFROST,Support,TSM,DIG,0.0,15.74,8.0
5.0,43.0,MITHY,Support,G2 ,VIT,1.0,19.07,19.0
5.0,43.0,SERAPH,Top,NV ,FLY,1.0,31.72,22.0
5.0,43.0,OLLEH,Support,IMT,CLG,1.0,20.37,20.0
5.0,43.0,EXPECT,Top,G2 ,H2K,1.0,23.99,18.0
5.0,43.0,HAKUHO,Support,NV ,FLY,1.0,31.32,22.0
5.0,43.0,WILDTURTLE,AD Carry,FLY,IMT,0.0,21.53,11.0
5.0,43.0,SHRIMP,Jungler,DIG,TSM,1.0,25.92,19.0
5.0,43.0,ZIG,Top,P1 , C9,0.0,20.03,15.0
5.0,43.0,BALLS,Top,FLY,IMT,0.0,17.45,11.0
5.0,43.0,LOURLO,Top,TL , P1,1.0,28.35,20.0
5.0,43.0,MOON,Jungler,FLY, NV,0.0,15.26,18.0
5.0,43.0,LEMONNATION,Support,FLY, NV,0.0,18.74,17.0
5.0,43.0,IMPACT,Top,C9 ,DIG,1.0,33.24,20.0
5.0,43.0,KEITH,AD Carry,FOX,TSM,0.0,0.0,19.0
5.0,43.0,ALTEC,AD Carry,DIG, C9,0.0,24.48,18.0
5.0,43.0,GOLDENGLUE,Mid,TL , NV,1.0,20.58,17.0
5.0,43.0,REIGNOVER,Jungler,TL , P1,1.0,23.21,20.0
5.0,43.0,PIREAN,Mid,P1 , C9,0.0,29.17,10.0
5.0,43.0,NISQY,Mid,NV , TL,0.0,22.14,20.0
5.0,43.0,BIG,Support,DIG, C9,0.0,0.0,21.0
5.0,43.0,RAY,Top,C9 , P1,1.0,0.0,21.0
5.0,43.0,PIGLET,AD Carry,TL , NV,1.0,18.35,17.0
5.0,43.0,HUHI,Mid,CLG,IMT,0.0,40.16,19.0
5.0,43.0,STIXXAY,AD Carry,CLG,IMT,0.0,41.44,4.0
5.0,43.0,BJERGSEN,Mid,TSM,FOX,1.0,32.82,19.0
5.0,43.0,SNEAKY,AD Carry,C9 , P1,1.0,45.41,22.0
5.0,43.0,SOAZ,Top,FNC,OL*,1.0,34.2,20.0
5.0,43.0,HANS SAMA,AD Carry,MSF,SPY,0.0,36.19,16.0
5.0,43.0,SMOOTHIE,Support,C9 ,DIG,1.0,32.65,20.0
5.0,43.0,CONTRACTZ,Jungler,C9 ,DIG,1.0,32.7,20.0
5.0,43.0,JANKOS,Jungler,H2K,G2*,0.0,37.59,18.0
5.0,43.0,HAUNTZER,Top,TSM,FOX,1.0,32.14,19.0
5.0,43.0,XMITHIE,Jungler,IMT,CLG,1.0,24.39,18.0
5.0,43.0,DARDOCH,Jungler,CLG,FOX,1.0,28.08,21.0
5.0,43.0,APHROMOO,Support,CLG,IMT,0.0,34.67,4.0
5.0,43.0,BIOFROST,Support,TSM,FOX,1.0,22.9,19.0
5.0,43.0,LIRA,Jungler,NV , TL,0.0,27.15,20.0
5.0,43.0,HAI,Mid,FLY,IMT,0.0,20.97,20.0
5.0,43.0,EXPECT,Top,G2 ,VIT,1.0,22.34,19.0
5.0,43.0,BETSY,Mid,ROC,OL*,1.0,27.03,18.0
5.0,43.0,WILDTURTLE,AD Carry,FLY, NV,0.0,16.86,17.0
5.0,43.0,SHRIMP,Jungler,DIG, C9,0.0,21.33,21.0
5.0,43.0,ZIG,Top,P1 , TL,0.0,10.55,21.0
5.0,43.0,BALLS,Top,FLY, NV,0.0,17.88,17.0
5.0,43.0,LOURLO,Top,TL , P1,1.0,28.35,22.0
5.0,43.0,PRIDESTALKER,Jungler,ROC,OL*,1.0,31.74,18.0
5.0,43.0,YUUKI60,AD Carry,MM ,SF*,0.0,10.91,5.0
5.0,43.0,LEMONNATION,Support,FLY, NV,0.0,18.74,18.0
5.0,43.0,IMPACT,Top,C9 ,DIG,1.0,33.24,19.0
5.0,43.0,MATT,Support,TL , NV,1.0,19.13,22.0
5.0,43.0,GATE,Support,FOX,CLG,0.0,4.4,21.0
5.0,43.0,GOLDENGLUE,Mid,TL , P1,1.0,34.09,20.0
5.0,43.0,REIGNOVER,Jungler,TL , P1,1.0,23.21,22.0
5.0,43.0,SHOOK,Jungler,NIP,PY*,0.0,4.21,4.0
5.0,43.0,PIREAN,Mid,P1 , C9,0.0,29.17,15.0
5.0,43.0,NISQY,Mid,NV , TL,0.0,22.14,14.0
5.0,43.0,BIG,Support,DIG, C9,0.0,0.0,18.0
5.0,43.0,RAY,Top,C9 , P1,1.0,0.0,22.0
5.0,43.0,PIGLET,AD Carry,TL , P1,1.0,31.54,20.0
5.0,43.0,CAPS,Mid,FNC,OL*,1.0,29.17,20.0
5.0,43.0,STIXXAY,AD Carry,CLG,IMT,0.0,41.44,19.0
5.0,43.0,BJERGSEN,Mid,TSM,FOX,1.0,32.82,18.0
5.0,43.0,SNEAKY,AD Carry,C9 ,DIG,1.0,31.0,20.0
5.0,43.0,ZVEN,AD Carry,G2 ,H2K,1.0,25.79,18.0
5.0,43.0,CHEI,Support,H2K,G2*,0.0,41.39,18.0
5.0,43.0,SMOOTHIE,Support,C9 ,DIG,1.0,32.65,19.0
5.0,43.0,CONTRACTZ,Jungler,C9 ,DIG,1.0,32.7,19.0
5.0,43.0,HAUNTZER,Top,TSM,FOX,1.0,32.14,18.0
5.0,43.0,XMITHIE,Jungler,IMT,CLG,1.0,24.39,20.0
5.0,43.0,DARDOCH,Jungler,CLG,IMT,0.0,11.05,4.0
5.0,43.0,APHROMOO,Support,CLG,IMT,0.0,34.67,19.0
5.0,43.0,BIOFROST,Support,TSM,FOX,1.0,22.9,18.0
5.0,43.0,TRICK,Jungler,G2 ,H2K,1.0,21.87,18.0
5.0,43.0,LIRA,Jungler,NV , TL,0.0,27.15,14.0
5.0,43.0,WUNDER,Top,SPY,NIP,1.0,21.7,16.0
5.0,43.0,HAI,Mid,FLY,IMT,0.0,20.97,11.0
5.0,43.0,WILDTURTLE,AD Carry,FLY, NV,0.0,16.86,18.0
5.0,43.0,SHRIMP,Jungler,DIG, C9,0.0,21.33,18.0
