Split,Week,Player,Position,Team,Opponent,Result,Points,TeamPoints
7.0,61.0,ZVEN,AD Carry,TSM,GGS,1.0,6.03,21.0
7.0,61.0,HUNI,Top,FOX,CLG,1.0,27.05,18.0
7.0,61.0,STIXXAY,AD Carry,CLG,FOX,0.0,19.83,9.0
7.0,61.0,ALPHARI,Top,MSF,GIA,0.0,2.21,3.0
7.0,61.0,MEMENTO,Jungler,ROC,S04,0.0,8.0,8.0
7.0,61.0,JENSEN,Mid,C9 , CG,1.0,28.38,18.0
7.0,61.0,NUKEDUCK,Mid,S04,ROC,1.0,7.06,20.0
7.0,61.0,DEFTLY,AD Carry,GGS,TSM,0.0,10.48,2.0
7.0,61.0,HYLISSANG,Support,FNC,VIT,0.0,10.47,3.0
7.0,61.0,MICKEY,Mid,GGS,TSM,0.0,8.74,2.0
7.0,61.0,MIKYX,Support,MSF,GIA,0.0,0.75,3.0
7.0,61.0,FEBIVEN,Mid,CG , C9,0.0,5.49,2.0
7.0,61.0,STEEELBACK,AD Carry,GIA,MSF,1.0,19.69,21.0
7.0,61.0,ODOAMNE,Top,SPY,UOL,1.0,17.37,19.0
7.0,61.0,APHROMOO,Support,100, TL,0.0,6.49,7.0
7.0,61.0,CONTRACTZ,Jungler,GGS,TSM,0.0,5.36,2.0
7.0,61.0,AMAZING,Jungler,S04,ROC,1.0,12.98,20.0
7.0,61.0,ARROW,AD Carry,OPT,FLY,1.0,23.77,20.0
7.0,61.0,BETSY,Mid,GIA,MSF,1.0,15.99,21.0
7.0,61.0,SHOOK,Jungler,H2K, G2,0.0,0.0,1.0
7.0,61.0,NEON,AD Carry,UOL,SPY,0.0,4.16,20.0
7.0,61.0,CAEDREL,Jungler,H2K, G2,0.0,14.13,1.0
7.0,61.0,LIRA,Jungler,CG , C9,0.0,9.92,15.0
7.0,61.0,DJOKO,Jungler,GIA,MSF,1.0,22.45,5.0
7.0,61.0,DARSHAN,Top,CLG,FOX,0.0,10.88,21.0
7.0,61.0,RUIN,Top,GIA,MSF,1.0,8.93,5.0
7.0,61.0,MITHY,Support,TSM,GGS,1.0,8.19,18.0
7.0,61.0,ANDA,Jungler,100, TL,0.0,9.13,2.0
7.0,61.0,BLABER,Jungler,C9 , CG,1.0,22.28,5.0
7.0,61.0,JAYJ,Support,FLY,OPT,0.0,11.38,16.0
7.0,61.0,DAMONTE,Mid,FOX,CLG,1.0,15.36,6.0
7.0,61.0,SHERIFF,AD Carry,H2K, G2,0.0,14.6,1.0
7.0,61.0,SMITTYJ,Top,H2K, G2,0.0,8.62,1.0
7.0,61.0,SIRNUKESALOT,Support,GIA,MSF,1.0,17.32,5.0
7.0,61.0,LOST,AD Carry,FOX,CLG,1.0,34.36,6.0
7.0,61.0,SMOOTHIE,Support,FOX,CLG,1.0,21.61,6.0
7.0,61.0,CAPS,Mid,FNC,VIT,0.0,9.7,3.0
7.0,61.0,ATTILA,AD Carry,VIT,FNC,1.0,35.24,17.0
7.0,61.0,CODY SUN,AD Carry,100, TL,0.0,9.21,7.0
7.0,61.0,SENCUX,Mid,MSF,GIA,0.0,6.43,3.0
7.0,61.0,BWIPO,Top,FNC, G2,1.0,16.11,18.0
7.0,61.0,RYU,Mid,100,GGS,1.0,18.2,19.0
7.0,61.0,DOUBLELIFT,AD Carry,TL ,FLY,1.0,18.7,16.0
7.0,61.0,WILDTURTLE,AD Carry,FLY, TL,0.0,16.69,10.0
7.0,61.0,VIZICSACSI,Top,S04,MSF,1.0,11.94,0.0
7.0,61.0,KOLD,Jungler,UOL,VIT,0.0,14.72,1.0
7.0,61.0,OLLEH,Support,TL ,FLY,1.0,15.77,0.0
7.0,61.0,SNEAKY,AD Carry,C9 ,CLG,1.0,9.84,10.0
7.0,61.0,LOURLO,Top,GGS,100,0.0,5.55,18.0
7.0,61.0,ZEYZAL,Support,C9 ,CLG,1.0,6.51,10.0
7.0,61.0,UPSET,AD Carry,S04,MSF,1.0,28.47,0.0
7.0,61.0,NISQY,Mid,SPY,H2K,0.0,12.7,20.0
7.0,61.0,HJARNAN,AD Carry,G2 ,FNC,0.0,5.44,14.0
7.0,61.0,HEAQ,AD Carry,ROC,GIA,0.0,14.89,11.0
7.0,61.0,ZVEN,AD Carry,TSM,FOX,0.0,13.51,3.0
7.0,61.0,HUNI,Top,FOX,TSM,1.0,18.33,17.0
7.0,61.0,STIXXAY,AD Carry,CLG, C9,0.0,5.03,24.0
7.0,61.0,ALPHARI,Top,MSF,S04,0.0,10.5,22.0
7.0,61.0,MEMENTO,Jungler,ROC,GIA,0.0,10.41,11.0
7.0,61.0,JENSEN,Mid,C9 ,CLG,1.0,9.63,10.0
7.0,61.0,NUKEDUCK,Mid,S04,MSF,1.0,26.46,0.0
7.0,61.0,DEFTLY,AD Carry,GGS,100,0.0,5.57,18.0
7.0,61.0,HYLISSANG,Support,FNC, G2,1.0,16.66,5.0
7.0,61.0,MICKEY,Mid,GGS,100,0.0,6.68,18.0
7.0,61.0,MIKYX,Support,MSF,S04,0.0,10.65,22.0
7.0,61.0,FEBIVEN,Mid,CG ,OPT,1.0,17.84,17.0
7.0,61.0,STEEELBACK,AD Carry,GIA,ROC,1.0,18.97,8.0
7.0,61.0,ODOAMNE,Top,SPY,H2K,0.0,11.28,20.0
7.0,61.0,APHROMOO,Support,100,GGS,1.0,9.07,2.0
7.0,61.0,CONTRACTZ,Jungler,GGS,100,0.0,3.33,18.0
7.0,61.0,AMAZING,Jungler,S04,MSF,1.0,24.94,0.0
7.0,61.0,ARROW,AD Carry,OPT, CG,0.0,5.94,16.0
7.0,61.0,BETSY,Mid,GIA,ROC,1.0,13.14,8.0
7.0,61.0,SHOOK,Jungler,H2K, G2,0.0,0.0,6.0
7.0,61.0,NEON,AD Carry,UOL,SPY,0.0,4.16,5.0
7.0,61.0,CAEDREL,Jungler,H2K, G2,0.0,14.13,6.0
7.0,61.0,LIRA,Jungler,CG , C9,0.0,9.92,2.0
7.0,61.0,DJOKO,Jungler,GIA,MSF,1.0,22.45,21.0
7.0,61.0,DARSHAN,Top,CLG,FOX,0.0,10.88,9.0
7.0,61.0,RUIN,Top,GIA,MSF,1.0,8.93,21.0
7.0,61.0,MITHY,Support,TSM,GGS,1.0,8.19,21.0
7.0,61.0,ANDA,Jungler,100, TL,0.0,9.13,7.0
7.0,61.0,BLABER,Jungler,C9 , CG,1.0,22.28,18.0
7.0,61.0,JAYJ,Support,FLY,OPT,0.0,11.38,12.0
7.0,61.0,DAMONTE,Mid,FOX,CLG,1.0,15.36,18.0
7.0,61.0,SHERIFF,AD Carry,H2K, G2,0.0,14.6,6.0
7.0,61.0,SMITTYJ,Top,H2K, G2,0.0,8.62,6.0
7.0,61.0,SIRNUKESALOT,Support,GIA,MSF,1.0,17.32,21.0
7.0,61.0,LOST,AD Carry,FOX,CLG,1.0,34.36,18.0
7.0,61.0,SMOOTHIE,Support,FOX,CLG,1.0,21.61,18.0
7.0,61.0,CAPS,Mid,FNC, G2,1.0,15.34,5.0
7.0,61.0,ATTILA,AD Carry,VIT,UOL,1.0,16.96,19.0
7.0,61.0,CODY SUN,AD Carry,100,GGS,1.0,13.37,2.0
7.0,61.0,SENCUX,Mid,MSF,S04,0.0,14.81,22.0
7.0,61.0,JIIZUKE,Mid,VIT,FNC,1.0,21.38,0.0
7.0,61.0,SSUMDAY,Top,100, TL,0.0,3.9,2.0
7.0,61.0,MAXLORE,Jungler,MSF,GIA,0.0,2.54,20.0
7.0,61.0,VIZICSACSI,Top,S04,MSF,1.0,11.94,16.0
7.0,61.0,KOLD,Jungler,UOL,VIT,0.0,14.72,4.0
7.0,61.0,OLLEH,Support,TL ,FLY,1.0,15.77,16.0
7.0,61.0,SNEAKY,AD Carry,C9 ,CLG,1.0,9.84,18.0
7.0,61.0,LOURLO,Top,GGS,100,0.0,5.55,1.0
7.0,61.0,ZEYZAL,Support,C9 ,CLG,1.0,6.51,18.0
7.0,61.0,UPSET,AD Carry,S04,MSF,1.0,28.47,16.0
7.0,61.0,NISQY,Mid,SPY,H2K,0.0,12.7,4.0
7.0,61.0,HJARNAN,AD Carry,G2 ,FNC,0.0,5.44,5.0
7.0,61.0,HEAQ,AD Carry,ROC,GIA,0.0,14.89,12.0
7.0,61.0,ZVEN,AD Carry,TSM,FOX,0.0,13.51,17.0
7.0,61.0,HUNI,Top,FOX,TSM,1.0,18.33,14.0
7.0,61.0,STIXXAY,AD Carry,CLG, C9,0.0,5.03,5.0
7.0,61.0,ALPHARI,Top,MSF,S04,0.0,10.5,9.0
7.0,61.0,MEMENTO,Jungler,ROC,GIA,0.0,10.41,12.0
7.0,61.0,JENSEN,Mid,C9 ,CLG,1.0,9.63,18.0
7.0,61.0,NUKEDUCK,Mid,S04,MSF,1.0,26.46,16.0
7.0,61.0,DEFTLY,AD Carry,GGS,100,0.0,5.57,1.0
7.0,61.0,HYLISSANG,Support,FNC, G2,1.0,16.66,18.0
7.0,61.0,MICKEY,Mid,GGS,100,0.0,6.68,1.0
7.0,61.0,MIKYX,Support,MSF,S04,0.0,10.65,9.0
7.0,61.0,FEBIVEN,Mid,CG ,OPT,1.0,17.84,20.0
7.0,61.0,STEEELBACK,AD Carry,GIA,ROC,1.0,18.97,13.0
7.0,61.0,ODOAMNE,Top,SPY,H2K,0.0,11.28,4.0
7.0,61.0,APHROMOO,Support,100,GGS,1.0,9.07,19.0
7.0,61.0,CONTRACTZ,Jungler,GGS,100,0.0,3.33,1.0
7.0,61.0,AMAZING,Jungler,S04,MSF,1.0,24.94,16.0
7.0,61.0,ARROW,AD Carry,OPT, CG,0.0,5.94,5.0
7.0,61.0,BETSY,Mid,GIA,ROC,1.0,13.14,13.0
7.0,61.0,PROMISQ,Support,H2K, G2,0.0,9.91,1.0
7.0,61.0,SHOOK,Jungler,H2K,SPY,1.0,0.0,3.0
7.0,61.0,NEON,AD Carry,UOL,VIT,0.0,17.19,1.0
7.0,61.0,CAEDREL,Jungler,H2K,SPY,1.0,14.43,3.0
7.0,61.0,LIRA,Jungler,CG ,OPT,1.0,10.04,17.0
7.0,61.0,DJOKO,Jungler,GIA,ROC,1.0,15.8,8.0
7.0,61.0,DARSHAN,Top,CLG, C9,0.0,3.35,24.0
7.0,61.0,RUIN,Top,GIA,ROC,1.0,17.49,8.0
7.0,61.0,MITHY,Support,TSM,FOX,0.0,8.44,3.0
7.0,61.0,ANDA,Jungler,100,GGS,1.0,15.54,2.0
7.0,61.0,BLABER,Jungler,C9 ,CLG,1.0,10.78,10.0
7.0,61.0,JAYJ,Support,FLY, TL,0.0,6.65,20.0
7.0,61.0,DAMONTE,Mid,FOX,TSM,1.0,20.2,17.0
7.0,61.0,SHERIFF,AD Carry,H2K,SPY,1.0,16.68,3.0
7.0,61.0,SMITTYJ,Top,H2K,SPY,1.0,19.03,3.0
7.0,61.0,SIRNUKESALOT,Support,GIA,ROC,1.0,7.34,8.0
7.0,61.0,LOST,AD Carry,FOX,TSM,1.0,21.81,17.0
7.0,61.0,SMOOTHIE,Support,FOX,TSM,1.0,11.64,17.0
7.0,61.0,CAPS,Mid,FNC, G2,1.0,15.34,18.0
7.0,61.0,ATTILA,AD Carry,VIT,UOL,1.0,16.96,21.0
7.0,61.0,CODY SUN,AD Carry,100,GGS,1.0,13.37,19.0
7.0,61.0,SENCUX,Mid,MSF,S04,0.0,14.81,9.0
7.0,61.0,JIIZUKE,Mid,VIT,FNC,1.0,21.38,17.0
7.0,61.0,SSUMDAY,Top,100, TL,0.0,3.9,7.0
7.0,61.0,MAXLORE,Jungler,MSF,GIA,0.0,2.54,3.0
7.0,61.0,WADID,Support,G2 ,H2K,1.0,11.33,20.0
7.0,61.0,SOAZ,Top,FNC,VIT,0.0,12.0,20.0
7.0,61.0,REIGNOVER,Jungler,CLG,FOX,0.0,17.49,21.0
7.0,61.0,BIOFROST,Support,CLG,FOX,0.0,14.31,21.0
7.0,61.0,VANDER,Support,S04,ROC,1.0,7.27,21.0
7.0,61.0,KOBBE,AD Carry,SPY,UOL,1.0,14.09,1.0
7.0,61.0,BJERGSEN,Mid,TSM,GGS,1.0,15.87,18.0
7.0,61.0,LICORICE,Top,C9 , CG,1.0,19.39,5.0
7.0,61.0,JACTROLL,Support,VIT,FNC,1.0,26.59,0.0
7.0,61.0,JANKOS,Jungler,G2 ,H2K,1.0,14.88,20.0
7.0,61.0,BLANC,Mid,ROC,S04,0.0,9.58,1.0
7.0,61.0,HUHI,Mid,CLG,FOX,0.0,28.73,21.0
7.0,61.0,POWEROFEVIL,Mid,OPT,FLY,1.0,25.58,11.0
7.0,61.0,POBELTER,Mid,TL ,100,1.0,19.33,18.0
7.0,61.0,SANTORIN,Jungler,FLY,OPT,0.0,16.24,16.0
7.0,61.0,DARDOCH,Jungler,FOX,CLG,1.0,19.22,6.0
7.0,61.0,IMPACT,Top,TL ,100,1.0,13.95,18.0
7.0,61.0,KEANE,Mid,FLY,OPT,0.0,18.1,16.0
7.0,61.0,PROFIT,Top,ROC,S04,0.0,7.04,1.0
7.0,61.0,XERXE,Jungler,SPY,UOL,1.0,16.37,1.0
7.0,61.0,WUNDER,Top,G2 ,H2K,1.0,8.6,20.0
7.0,61.0,HAUNTZER,Top,TSM,GGS,1.0,7.87,18.0
7.0,61.0,APOLLO,AD Carry,CG , C9,0.0,8.55,15.0
7.0,61.0,FLAME,Top,FLY,OPT,0.0,18.83,16.0
7.0,61.0,SOLO,Top,CG , C9,0.0,14.82,15.0
7.0,61.0,EXILEH,Mid,UOL,SPY,0.0,2.24,20.0
7.0,61.0,XMITHIE,Jungler,TL ,100,1.0,14.34,18.0
7.0,61.0,GRIG,Jungler,TSM,GGS,1.0,10.81,18.0
7.0,61.0,PROMISQ,Support,H2K, G2,0.0,9.91,6.0
7.0,61.0,SHOOK,Jungler,H2K,SPY,1.0,0.0,21.0
7.0,61.0,NEON,AD Carry,UOL,VIT,0.0,17.19,4.0
7.0,61.0,CAEDREL,Jungler,H2K,SPY,1.0,14.43,21.0
7.0,61.0,LIRA,Jungler,CG ,OPT,1.0,10.04,20.0
7.0,61.0,DJOKO,Jungler,GIA,ROC,1.0,15.8,13.0
7.0,61.0,DARSHAN,Top,CLG, C9,0.0,3.35,5.0
7.0,61.0,RUIN,Top,GIA,ROC,1.0,17.49,13.0
7.0,61.0,MITHY,Support,TSM,FOX,0.0,8.44,17.0
7.0,61.0,ANDA,Jungler,100,GGS,1.0,15.54,19.0
7.0,61.0,BLABER,Jungler,C9 ,CLG,1.0,10.78,18.0
7.0,61.0,JAYJ,Support,FLY, TL,0.0,6.65,10.0
7.0,61.0,DAMONTE,Mid,FOX,TSM,1.0,20.2,14.0
7.0,61.0,SHERIFF,AD Carry,H2K,SPY,1.0,16.68,21.0
7.0,61.0,SMITTYJ,Top,H2K,SPY,1.0,19.03,21.0
7.0,61.0,SIRNUKESALOT,Support,GIA,ROC,1.0,7.34,13.0
7.0,61.0,LOST,AD Carry,FOX,TSM,1.0,21.81,14.0
7.0,61.0,SMOOTHIE,Support,FOX,TSM,1.0,11.64,14.0
7.0,61.0,CABOCHARD,Top,VIT,FNC,1.0,21.74,0.0
7.0,61.0,BROXAH,Jungler,FNC,VIT,0.0,9.28,20.0
7.0,61.0,PERKZ,Mid,G2 ,H2K,1.0,20.64,20.0
7.0,61.0,HANS SAMA,AD Carry,MSF,GIA,0.0,6.78,20.0
7.0,61.0,JIIZUKE,Mid,VIT,UOL,1.0,25.87,19.0
7.0,61.0,SSUMDAY,Top,100,GGS,1.0,8.25,2.0
7.0,61.0,MAXLORE,Jungler,MSF,S04,0.0,11.76,22.0
7.0,61.0,WADID,Support,G2 ,H2K,1.0,11.33,18.0
7.0,61.0,SOAZ,Top,FNC,VIT,0.0,12.0,3.0
7.0,61.0,REIGNOVER,Jungler,CLG,FOX,0.0,17.49,9.0
7.0,61.0,BIOFROST,Support,CLG,FOX,0.0,14.31,9.0
7.0,61.0,VANDER,Support,S04,ROC,1.0,7.27,20.0
7.0,61.0,KOBBE,AD Carry,SPY,UOL,1.0,14.09,19.0
7.0,61.0,BJERGSEN,Mid,TSM,GGS,1.0,15.87,21.0
7.0,61.0,LICORICE,Top,C9 , CG,1.0,19.39,18.0
7.0,61.0,JACTROLL,Support,VIT,FNC,1.0,26.59,17.0
7.0,61.0,JANKOS,Jungler,G2 ,H2K,1.0,14.88,18.0
7.0,61.0,BLANC,Mid,ROC,S04,0.0,9.58,8.0
7.0,61.0,HUHI,Mid,CLG,FOX,0.0,28.73,9.0
7.0,61.0,POWEROFEVIL,Mid,OPT,FLY,1.0,25.58,20.0
7.0,61.0,POBELTER,Mid,TL ,100,1.0,19.33,21.0
7.0,61.0,SANTORIN,Jungler,FLY,OPT,0.0,16.24,12.0
7.0,61.0,DARDOCH,Jungler,FOX,CLG,1.0,19.22,18.0
7.0,61.0,IMPACT,Top,TL ,100,1.0,13.95,21.0
7.0,61.0,KEANE,Mid,FLY,OPT,0.0,18.1,12.0
7.0,61.0,PROFIT,Top,ROC,S04,0.0,7.04,8.0
7.0,61.0,XERXE,Jungler,SPY,UOL,1.0,16.37,19.0
7.0,61.0,WUNDER,Top,G2 ,H2K,1.0,8.6,18.0
7.0,61.0,HAUNTZER,Top,TSM,GGS,1.0,7.87,21.0
7.0,61.0,APOLLO,AD Carry,CG , C9,0.0,8.55,2.0
7.0,61.0,FLAME,Top,FLY,OPT,0.0,18.83,12.0
7.0,61.0,SOLO,Top,CG , C9,0.0,14.82,2.0
7.0,61.0,EXILEH,Mid,UOL,SPY,0.0,2.24,5.0
7.0,61.0,XMITHIE,Jungler,TL ,100,1.0,14.34,21.0
7.0,61.0,GRIG,Jungler,TSM,GGS,1.0,10.81,21.0
7.0,61.0,SELFIE,Mid,H2K, G2,0.0,0.0,1.0
7.0,61.0,PROMISQ,Support,H2K,SPY,1.0,7.98,3.0
7.0,61.0,MATT,Support,GGS,TSM,0.0,6.1,8.0
7.0,61.0,NORSKEREN,Support,ROC,S04,0.0,3.01,1.0
7.0,61.0,KASING,Support,SPY,UOL,1.0,8.78,1.0
7.0,61.0,KIKIS,Jungler,VIT,FNC,1.0,28.67,0.0
7.0,61.0,WHITEKNIGHT,Top,UOL,SPY,0.0,1.6,20.0
7.0,61.0,AKAADIAN,Jungler,OPT,FLY,1.0,15.42,11.0
7.0,61.0,HAKUHO,Support,CG , C9,0.0,7.22,15.0
7.0,61.0,DHOKLA,Top,OPT,FLY,1.0,25.52,11.0
7.0,61.0,TOTORO,Support,UOL,SPY,0.0,0.25,20.0
7.0,61.0,BIG,Support,OPT,FLY,1.0,20.63,11.0
7.0,61.0,GILIUS,Jungler,VIT,FNC,1.0,0.0,0.0
7.0,61.0,CABOCHARD,Top,VIT,FNC,1.0,21.74,17.0
7.0,61.0,BROXAH,Jungler,FNC,VIT,0.0,9.28,3.0
7.0,61.0,PERKZ,Mid,G2 ,H2K,1.0,20.64,18.0
7.0,61.0,HANS SAMA,AD Carry,MSF,GIA,0.0,6.78,3.0
7.0,61.0,JIIZUKE,Mid,VIT,UOL,1.0,25.87,21.0
7.0,61.0,SSUMDAY,Top,100,GGS,1.0,8.25,19.0
7.0,61.0,MAXLORE,Jungler,MSF,S04,0.0,11.76,9.0
7.0,61.0,WADID,Support,G2 ,FNC,0.0,2.44,14.0
7.0,61.0,SOAZ,Top,FNC, G2,1.0,14.64,5.0
7.0,61.0,REIGNOVER,Jungler,CLG, C9,0.0,5.36,24.0
7.0,61.0,BIOFROST,Support,CLG, C9,0.0,5.74,24.0
7.0,61.0,VANDER,Support,S04,MSF,1.0,15.96,0.0
7.0,61.0,KOBBE,AD Carry,SPY,H2K,0.0,14.64,20.0
7.0,61.0,BJERGSEN,Mid,TSM,FOX,0.0,17.62,3.0
7.0,61.0,LICORICE,Top,C9 ,CLG,1.0,8.05,10.0
7.0,61.0,JACTROLL,Support,VIT,UOL,1.0,30.2,19.0
7.0,61.0,JANKOS,Jungler,G2 ,FNC,0.0,5.91,14.0
7.0,61.0,BLANC,Mid,ROC,GIA,0.0,16.51,11.0
7.0,61.0,HUHI,Mid,CLG, C9,0.0,7.21,24.0
7.0,61.0,POWEROFEVIL,Mid,OPT, CG,0.0,8.33,16.0
7.0,61.0,POBELTER,Mid,TL ,FLY,1.0,21.68,0.0
7.0,61.0,SANTORIN,Jungler,FLY, TL,0.0,22.46,20.0
7.0,61.0,DARDOCH,Jungler,FOX,TSM,1.0,15.55,17.0
7.0,61.0,IMPACT,Top,TL ,FLY,1.0,19.57,0.0
7.0,61.0,KEANE,Mid,FLY, TL,0.0,24.03,20.0
7.0,61.0,PROFIT,Top,ROC,GIA,0.0,10.61,11.0
7.0,61.0,XERXE,Jungler,SPY,H2K,0.0,13.59,20.0
7.0,61.0,WUNDER,Top,G2 ,FNC,0.0,1.66,14.0
7.0,61.0,HAUNTZER,Top,TSM,FOX,0.0,12.8,3.0
7.0,61.0,APOLLO,AD Carry,CG ,OPT,1.0,20.38,17.0
7.0,61.0,FLAME,Top,FLY, TL,0.0,16.32,20.0
7.0,61.0,SOLO,Top,CG ,OPT,1.0,20.03,17.0
7.0,61.0,EXILEH,Mid,UOL,VIT,0.0,15.08,1.0
7.0,61.0,XMITHIE,Jungler,TL ,FLY,1.0,19.26,0.0
7.0,61.0,GRIG,Jungler,TSM,FOX,0.0,20.24,3.0
7.0,61.0,SELFIE,Mid,H2K, G2,0.0,0.0,6.0
7.0,61.0,PROMISQ,Support,H2K,SPY,1.0,7.98,21.0
7.0,61.0,MATT,Support,GGS,TSM,0.0,6.1,2.0
7.0,61.0,NORSKEREN,Support,ROC,S04,0.0,3.01,8.0
7.0,61.0,KASING,Support,SPY,UOL,1.0,8.78,19.0
7.0,61.0,KIKIS,Jungler,VIT,FNC,1.0,28.67,17.0
7.0,61.0,WHITEKNIGHT,Top,UOL,SPY,0.0,1.6,5.0
7.0,61.0,AKAADIAN,Jungler,OPT,FLY,1.0,15.42,20.0
7.0,61.0,HAKUHO,Support,CG , C9,0.0,7.22,2.0
7.0,61.0,DHOKLA,Top,OPT,FLY,1.0,25.52,20.0
7.0,61.0,TOTORO,Support,UOL,SPY,0.0,0.25,5.0
7.0,61.0,BIG,Support,OPT,FLY,1.0,20.63,20.0
7.0,61.0,GILIUS,Jungler,VIT,FNC,1.0,0.0,17.0
7.0,61.0,CABOCHARD,Top,VIT,UOL,1.0,35.32,19.0
7.0,61.0,BROXAH,Jungler,FNC, G2,1.0,14.02,5.0
7.0,61.0,PERKZ,Mid,G2 ,FNC,0.0,2.08,14.0
7.0,61.0,HANS SAMA,AD Carry,MSF,S04,0.0,5.07,22.0
7.0,61.0,BWIPO,Top,FNC,VIT,0.0,14.26,20.0
7.0,61.0,RYU,Mid,100, TL,0.0,11.79,2.0
7.0,61.0,DOUBLELIFT,AD Carry,TL ,100,1.0,14.48,18.0
7.0,61.0,WILDTURTLE,AD Carry,FLY,OPT,0.0,15.08,16.0
7.0,61.0,WADID,Support,G2 ,FNC,0.0,2.44,5.0
7.0,61.0,SOAZ,Top,FNC, G2,1.0,14.64,18.0
7.0,61.0,REIGNOVER,Jungler,CLG, C9,0.0,5.36,5.0
7.0,61.0,BIOFROST,Support,CLG, C9,0.0,5.74,5.0
7.0,61.0,VANDER,Support,S04,MSF,1.0,15.96,16.0
7.0,61.0,KOBBE,AD Carry,SPY,H2K,0.0,14.64,4.0
7.0,61.0,BJERGSEN,Mid,TSM,FOX,0.0,17.62,17.0
7.0,61.0,LICORICE,Top,C9 ,CLG,1.0,8.05,18.0
7.0,61.0,JACTROLL,Support,VIT,UOL,1.0,30.2,21.0
7.0,61.0,JANKOS,Jungler,G2 ,FNC,0.0,5.91,5.0
7.0,61.0,BLANC,Mid,ROC,GIA,0.0,16.51,12.0
7.0,61.0,HUHI,Mid,CLG, C9,0.0,7.21,5.0
7.0,61.0,POWEROFEVIL,Mid,OPT, CG,0.0,8.33,5.0
7.0,61.0,POBELTER,Mid,TL ,FLY,1.0,21.68,16.0
7.0,61.0,SANTORIN,Jungler,FLY, TL,0.0,22.46,10.0
7.0,61.0,DARDOCH,Jungler,FOX,TSM,1.0,15.55,14.0
7.0,61.0,IMPACT,Top,TL ,FLY,1.0,19.57,16.0
7.0,61.0,KEANE,Mid,FLY, TL,0.0,24.03,10.0
7.0,61.0,PROFIT,Top,ROC,GIA,0.0,10.61,12.0
7.0,61.0,XERXE,Jungler,SPY,H2K,0.0,13.59,4.0
7.0,61.0,WUNDER,Top,G2 ,FNC,0.0,1.66,5.0
7.0,61.0,HAUNTZER,Top,TSM,FOX,0.0,12.8,17.0
7.0,61.0,APOLLO,AD Carry,CG ,OPT,1.0,20.38,20.0
7.0,61.0,FLAME,Top,FLY, TL,0.0,16.32,10.0
7.0,61.0,SOLO,Top,CG ,OPT,1.0,20.03,20.0
7.0,61.0,EXILEH,Mid,UOL,VIT,0.0,15.08,4.0
7.0,61.0,XMITHIE,Jungler,TL ,FLY,1.0,19.26,16.0
7.0,61.0,GRIG,Jungler,TSM,FOX,0.0,20.24,17.0
7.0,61.0,SELFIE,Mid,H2K,SPY,1.0,0.0,3.0
7.0,61.0,MATT,Support,GGS,100,0.0,3.14,18.0
7.0,61.0,NORSKEREN,Support,ROC,GIA,0.0,7.84,11.0
7.0,61.0,KASING,Support,SPY,H2K,0.0,4.75,20.0
7.0,61.0,KIKIS,Jungler,VIT,UOL,1.0,31.37,19.0
7.0,61.0,WHITEKNIGHT,Top,UOL,VIT,0.0,9.42,1.0
7.0,61.0,AKAADIAN,Jungler,OPT, CG,0.0,4.82,16.0
7.0,61.0,HAKUHO,Support,CG ,OPT,1.0,11.23,17.0
7.0,61.0,DHOKLA,Top,OPT, CG,0.0,4.04,16.0
7.0,61.0,TOTORO,Support,UOL,VIT,0.0,11.57,1.0
7.0,61.0,BIG,Support,OPT, CG,0.0,-0.23,16.0
7.0,61.0,GILIUS,Jungler,VIT,UOL,1.0,0.0,19.0
7.0,62.0,CAPS,Mid,FNC,SPY,1.0,39.11,18.0
7.0,62.0,ATTILA,AD Carry,VIT,H2K,1.0,25.02,18.0
7.0,62.0,CODY SUN,AD Carry,100,TSM,0.0,29.2,9.0
7.0,62.0,SENCUX,Mid,MSF, G2,0.0,8.46,5.0
7.0,62.0,JIIZUKE,Mid,VIT,S04,0.0,17.24,7.0
7.0,62.0,SSUMDAY,Top,100,FOX,1.0,20.24,17.0
7.0,62.0,MAXLORE,Jungler,MSF,H2K,1.0,12.26,14.0
7.0,62.0,GRIG,Jungler,TSM,CLG,1.0,12.91,19.0
7.0,62.0,WADID,Support,G2 ,UOL,1.0,23.73,16.0
7.0,62.0,SOAZ,Top,FNC,GIA,1.0,0.0,20.0
7.0,62.0,REIGNOVER,Jungler,CLG,TSM,0.0,2.83,7.0
7.0,62.0,BIOFROST,Support,CLG,TSM,0.0,1.42,7.0
7.0,62.0,VANDER,Support,S04,VIT,1.0,19.25,1.0
7.0,62.0,KOBBE,AD Carry,SPY,ROC,1.0,22.71,18.0
7.0,62.0,BJERGSEN,Mid,TSM,CLG,1.0,17.22,19.0
7.0,62.0,LICORICE,Top,C9 ,GGS,1.0,9.6,19.0
7.0,62.0,JACTROLL,Support,VIT,S04,0.0,7.77,19.0
7.0,62.0,JANKOS,Jungler,G2 ,UOL,1.0,27.21,16.0
7.0,62.0,BLANC,Mid,ROC,SPY,0.0,10.52,14.0
7.0,62.0,HUHI,Mid,CLG,TSM,0.0,6.99,7.0
7.0,62.0,POWEROFEVIL,Mid,OPT, TL,0.0,4.57,8.0
7.0,62.0,POBELTER,Mid,TL ,OPT,1.0,20.92,15.0
7.0,62.0,SANTORIN,Jungler,FLY, CG,1.0,31.02,21.0
7.0,62.0,DARDOCH,Jungler,FOX,100,0.0,3.55,6.0
